id,sparql,pattern_type,complexity
q34,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/huruf/0006> . },2_prop_branching_v1,intermediate
q35,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1962/8/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q36,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q37,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0019> lex2kg-o:versi ?hidden1 . ?hidden1 lex2kg-o:ayat ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q38,SELECT ?target WHERE { ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/15/pasal/0001> . ?hidden lex2kg-o:menimbang <https://example.org/lex2kg/uu/1950/15/menimbang> . ?hidden lex2kg-o:tahun ?target . },3_prop_star_v1,advanced
q39,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q40,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/0001/0001/0001> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q41,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/2/pasal/0006/versi/19500515> . },2_prop_middle_target_v1,intermediate
q42,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/bab/0013> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0060/versi/19531218> . },2_prop_middle_target_v1,intermediate
q43,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/15/pasal/0002> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/15/pasal/0002/versi/19500808/ayat/0001> . },2_prop_middle_target_v1,intermediate
q44,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0002> . },1_prop_subject_target,basic
q45,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0028/versi/19531218> . },2_prop_branching_v1,intermediate
q46,SELECT ?target WHERE { ?hidden lex2kg-o:bab ?target . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0040> . },2_prop_branching_v4,intermediate
q47,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:bab ?target . },1_prop_object_target,basic
q48,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0037/versi/19531218/ayat/0005> . },2_prop_branching_v1,intermediate
q49,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001> . },1_prop_subject_target,basic
q50,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/29/pasal/0003> . },1_prop_subject_target,basic
q51,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/15/pasal/0003/versi/19500808/ayat/0003> . },2_prop_branching_v1,intermediate
q52,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/21/pasal/0002> lex2kg-o:versi ?target . },1_prop_object_target,basic
q53,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0023/versi/19531218/ayat/0001> . },2_prop_branching_v1,intermediate
q54,SELECT ?target WHERE { ?hidden lex2kg-o:bab ?target . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0053> . },2_prop_branching_v4,intermediate
q55,SELECT ?target WHERE { ?target lex2kg-o:menimbang <https://example.org/lex2kg/uu/1957/36/menimbang> . },1_prop_subject_target,basic
q56,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0026> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0026/versi/19531218/ayat/0002> . },2_prop_middle_target_v1,intermediate
q57,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0003/huruf/0003> . },1_prop_subject_target,basic
q58,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q59,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0025> . },1_prop_subject_target,basic
q60,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0009/versi/19531218/ayat/0003> . },2_prop_branching_v1,intermediate
q61,SELECT ?target WHERE { ?target lex2kg-o:mengingat <https://example.org/lex2kg/uu/1957/48/mengingat> . },1_prop_subject_target,basic
q62,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/33> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q63,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:merujuk <https://example.org/lex2kg/uu/1953/25/pasal/0053> . },2_prop_branching_v1,intermediate
q64,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/45> lex2kg-o:menimbang ?target . },1_prop_object_target,basic
q65,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0005> lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat ?target . ?target lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/5/pasal/0005/versi/19500720/ayat/0002> . },3_prop_linear_middle_v1,advanced
q66,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0004> . },1_prop_subject_target,basic
q67,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/huruf/0007/huruf/0007/huruf/0002/huruf/0002> . },1_prop_subject_target,basic
q68,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q69,SELECT ?target WHERE { ?hidden lex2kg-o:mengingat <https://example.org/lex2kg/uu/1950/15/mengingat> . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/15/pasal/0002> . ?hidden lex2kg-o:menimbang ?target . },3_prop_star_v1,advanced
q70,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0052/versi/19531218> . },1_prop_subject_target,basic
q71,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/2/pasal/0010/versi/19500515> . },2_prop_branching_v1,intermediate
q72,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/6/pasal/0001> . },1_prop_subject_target,basic
q73,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0029/versi/19531218> . },2_prop_branching_v1,intermediate
q74,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0025/versi/19531218/ayat/0001> . },2_prop_branching_v1,intermediate
q75,SELECT ?target WHERE { ?target lex2kg-o:menimbang <https://example.org/lex2kg/uu/1971/12/menimbang> . },1_prop_subject_target,basic
q76,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0019/versi/19500720/ayat/0001> . },2_prop_branching_v1,intermediate
q77,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0041> . },1_prop_subject_target,basic
q78,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0004/0003/0003/0003/0003/0002/0002/0002> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q79,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/27/pasal/0003> lex2kg-o:versi ?target . },1_prop_object_target,basic
q80,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0027> lex2kg-o:versi ?target . ?target lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/5/pasal/0027/versi/19500720/ayat/0003> . },2_prop_middle_target_v1,intermediate
q81,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/4> lex2kg-o:pasal ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q82,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0028> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0028/versi/19531218/ayat/0001> . },2_prop_middle_target_v1,intermediate
q83,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1971/9> lex2kg-o:menimbang ?target . },1_prop_object_target,basic
q84,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001/0001> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q85,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001> . },1_prop_subject_target,basic
q86,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1972/2> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q87,SELECT ?target WHERE { ?hidden lex2kg-o:bab ?target . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0051> . },2_prop_branching_v4,intermediate
q88,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1962/7/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q89,SELECT ?target WHERE { ?target lex2kg-o:mengingat <https://example.org/lex2kg/uu/1953/35/mengingat> . },1_prop_subject_target,basic
q90,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/18/pasal/0001/versi/19530603> . },2_prop_branching_v1,intermediate
q91,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/9/pasal/0002> lex2kg-o:versi ?target . },1_prop_object_target,basic
q92,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1954/21/pasal/0019/versi/19540528> . },1_prop_subject_target,basic
q93,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1957/26/pasal/0002> . },1_prop_subject_target,basic
q94,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0023> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0023/versi/19500720/ayat/0005> . },2_prop_middle_target_v1,intermediate
q95,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/40/pasal/0001/versi/19571026/0001/0001/0001/0001/0001> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q96,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0062/versi/19531218> . },1_prop_subject_target,basic
q97,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/0007> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q98,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22/pasal/0010> lex2kg-o:versi ?target . },1_prop_object_target,basic
q99,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0015/versi/19531218/ayat/0003> . },2_prop_branching_v1,intermediate
q100,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1957/22/pasal/0029/versi/19570408> . },1_prop_subject_target,basic
q101,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0010> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0010/versi/19500720/ayat/0006> . },2_prop_middle_target_v1,intermediate
q102,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1962/12> lex2kg-o:mengingat ?target . },1_prop_object_target,basic
q103,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0025/versi/19531218/ayat/0001> . },2_prop_branching_v1,intermediate
q104,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/bab/0007> lex2kg-o:pasal ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:jenisVersi ?target . },3_prop_linear_end_v1,advanced
q105,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/10/pasal/0002/versi/19530509> . },1_prop_subject_target,basic
q106,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0026/versi/19500720/ayat/0001> . },3_prop_linear_middle_v1,advanced
q107,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0003/huruf/0002> . },1_prop_subject_target,basic
q108,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0029> . },1_prop_subject_target,basic
q109,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0033/versi/19500720> . },2_prop_middle_target_v1,intermediate
q110,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/51> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q111,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1957/22/pasal/0007/versi/19570408> . },1_prop_subject_target,basic
q112,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1957/29/pasal/0003> . },1_prop_subject_target,basic
q113,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2/pasal/0013> lex2kg-o:versi ?target . },1_prop_object_target,basic
q114,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/36> lex2kg-o:mengingat ?target . },1_prop_object_target,basic
q115,SELECT ?target WHERE { ?hidden lex2kg-o:mengingat <https://example.org/lex2kg/uu/1950/15/mengingat> . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/15/pasal/0004> . ?hidden lex2kg-o:jabatanPengesah ?target . },3_prop_star_v1,advanced
q116,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q117,SELECT ?target WHERE { ?target lex2kg-o:menimbang <https://example.org/lex2kg/uu/1957/36/menimbang> . },1_prop_subject_target,basic
q118,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0019/versi/19531218> . },2_prop_middle_target_v1,intermediate
q119,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0011> . },1_prop_subject_target,basic
q120,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:bab ?target . ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0055> . },2_prop_middle_target_v1,intermediate
q121,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0032/versi/19531218/ayat/0004> . },2_prop_branching_v1,intermediate
q122,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/26/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q123,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/45> lex2kg-o:mengingat ?target . },1_prop_object_target,basic
q124,SELECT ?target WHERE { ?target lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/4/pasal/0004> . },1_prop_subject_target,basic
q125,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/40> lex2kg-o:menimbang ?target . },1_prop_object_target,basic
q126,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/bab/0010> lex2kg-o:pasal ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:ayat ?target . },3_prop_linear_end_v1,advanced
q127,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/10/pasal/0001> . },1_prop_subject_target,basic
q128,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/27> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q129,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/48/pasal/0002> lex2kg-o:versi ?target . },1_prop_object_target,basic
q130,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0015/versi/19500720> . },2_prop_middle_target_v1,intermediate
q131,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0010> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0010/versi/19500720/ayat/0001> . },2_prop_middle_target_v1,intermediate
q132,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0004/0003/0003/0003/0003> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q133,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22/pasal/0019> lex2kg-o:versi ?target . },1_prop_object_target,basic
q134,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1957/50/pasal/0002/versi/19571026> . },1_prop_subject_target,basic
q135,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/47> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q136,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1957/27/pasal/0003> . },1_prop_subject_target,basic
q137,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22/pasal/0026/versi/19570408/huruf/0002/huruf/b> lex2kg-o:merujuk ?target . },1_prop_object_target,basic
q138,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/31> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q139,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0005/versi/19500720> . },2_prop_branching_v1,intermediate
q140,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1957/34/pasal/0001/versi/19571026> . },1_prop_subject_target,basic
q141,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/31/pasal/0001/versi/19571026/0001/0001/0001/0001> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q142,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0003/0003/0002> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q143,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0044> . },1_prop_subject_target,basic
q144,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0002/huruf/0002> . },1_prop_subject_target,basic
q145,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1971/12/menimbang/huruf/d> . },1_prop_subject_target,basic
