id,sparql,pattern_type,complexity
q57,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:linear_algebra . ?hidden ns1:has_course_category ns1:faculty_mandatory_course . ?hidden ns1:also_known_as ?target . },3_prop_star_v1,advanced
q58,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_course_category ns1:study_program_mandatory_course . },2_prop_branching_v4,intermediate
q59,SELECT ?target WHERE { ns1:operating_system ns1:has_course_category ?target . },1_prop_object_target,basic
q60,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q61,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_research_group ns1:machine_learning_and_computer_vision . },2_prop_branching_v4,intermediate
q62,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:group_task . },1_prop_subject_target,basic
q63,SELECT ?target WHERE { ns1:software_project ns1:has_course_category ?target . },1_prop_object_target,basic
q64,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:linear_algebra . },1_prop_subject_target,basic
q65,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:capture_the_flag . },1_prop_subject_target,basic
q66,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_evaluation_method ns1:projects_and_presentations . },2_prop_branching_v4,intermediate
q67,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:software_engineering . },1_prop_subject_target,basic
q68,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_mandatory_course . ?hidden ns1:has_prerequisite_course ns1:discrete_mathematics_1 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q69,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:project_assignment . },2_prop_branching_v4,intermediate
q70,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_prerequisite_course ns1:platform_based_programming . },2_prop_branching_v4,intermediate
q71,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:demo . ns1:computer_network ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_course_category ?target . },3_prop_star_v3,advanced
q72,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_course_category ns1:university_mandatory_course . },2_prop_branching_v4,intermediate
q73,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q74,SELECT ?target WHERE { ns1:data_structures_and_algorithms ns1:has_course_category ?target . },1_prop_object_target,basic
q75,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_course_category ?target . },1_prop_object_target,basic
q76,SELECT ?target WHERE { ns1:embedded_systems ns1:has_research_group ?target . },1_prop_object_target,basic
q77,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:database . },1_prop_subject_target,basic
q78,SELECT ?target WHERE { ns1:parallel_programming ns1:has_research_group ?target . },1_prop_object_target,basic
q79,SELECT ?target WHERE { ns1:natural_language_processing ns1:has_research_group ?target . },1_prop_object_target,basic
q80,SELECT ?target WHERE { ns1:religion ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q81,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:supervisor_evaluation . },2_prop_branching_v4,intermediate
q82,SELECT ?target WHERE { ns1:final_project_group_assignment ns1:has_course_category ?target . },1_prop_object_target,basic
q83,SELECT ?target WHERE { ns1:introduction_to_software_security ns1:has_course_category ?target . },1_prop_object_target,basic
q84,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_elective_course . },1_prop_subject_target,basic
q85,SELECT ?target WHERE { ns1:knowledge_graph ns1:has_research_group ?target . },1_prop_object_target,basic
q86,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:programming_activities . },2_prop_branching_v4,intermediate
q87,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q88,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ns1:software_engineering ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q89,SELECT ?target WHERE { ns1:data_structures_and_algorithms ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q90,SELECT ?target WHERE { ns1:web_application_architecture ns1:has_research_group ?target . },1_prop_object_target,basic
q91,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_prerequisite_course ns1:database . },2_prop_branching_v4,intermediate
q92,SELECT ?target WHERE { ?target ns1:has_research_group ns1:reliable_software_engineering . },1_prop_subject_target,basic
q93,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q94,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:programming_assignment . ns1:advanced_programming ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_credits ?target . },3_prop_star_v3,advanced
q95,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_elective_course . },1_prop_subject_target,basic
q96,SELECT ?target WHERE { ns1:algorithm_design_and_analysis ns1:has_course_category ?target . },1_prop_object_target,basic
q97,SELECT ?target WHERE { ns1:mobile_technology ns1:has_course_category ?target . },1_prop_object_target,basic
q98,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_evaluation_method ns1:practicum . },2_prop_branching_v4,intermediate
q99,SELECT ?target WHERE { ?target ns1:has_research_group ns1:intelligent_systems_and_robotics . },1_prop_subject_target,basic
q100,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ns1:database ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q101,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:practicum . },2_prop_branching_v4,intermediate
q102,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_mandatory_course . },1_prop_subject_target,basic
q103,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_digital_systems . },1_prop_subject_target,basic
q104,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:group_task . },2_prop_branching_v4,intermediate
q105,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ns1:software_engineering ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q106,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_prerequisite_course ns1:introduction_to_digital_systems . },2_prop_branching_v4,intermediate
q107,SELECT ?target WHERE { ns1:distributed_systems ns1:has_course_category ?target . },1_prop_object_target,basic
q108,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ns1:calculus_2 ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q109,SELECT ?target WHERE { ns1:bioinformatics ns1:has_research_group ?target . },1_prop_object_target,basic
q110,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_artificial_intelligence_and_data_science . },1_prop_subject_target,basic
q111,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:linear_algebra . },1_prop_subject_target,basic
q112,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:platform_based_programming . },1_prop_subject_target,basic
q113,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_evaluation_method ns1:practicum . },2_prop_branching_v4,intermediate
q114,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_course_category ns1:study_program_elective_course . },2_prop_branching_v4,intermediate
q115,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:case_study . },1_prop_subject_target,basic
q116,SELECT ?target WHERE { ns1:information_retrieval ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q117,SELECT ?target WHERE { ns1:technopreneurship ns1:has_research_group ?target . },1_prop_object_target,basic
q118,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q119,SELECT ?target WHERE { ns1:final_project_group_assignment ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q120,SELECT ?target WHERE { ns1:competitive_programming_practicum ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q121,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:project_assignment . },1_prop_subject_target,basic
q122,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_prerequisite_course ns1:calculus_1 . },2_prop_branching_v4,intermediate
q123,SELECT ?target WHERE { ns1:system_programming ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q124,SELECT ?target WHERE { ns1:spoken_language_processing ns1:has_course_category ?target . },1_prop_object_target,basic
q125,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_research_group ns1:computer_system_laboratory . },2_prop_branching_v4,intermediate
q126,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_prerequisite_course ns1:calculus_1 . },2_prop_branching_v4,intermediate
q127,SELECT ?target WHERE { ns1:computers_and_society ns1:has_course_category ?target . },1_prop_object_target,basic
q128,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },2_prop_branching_v4,intermediate
q129,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_course_category ns1:study_program_mandatory_course . },2_prop_branching_v4,intermediate
q130,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:lab_assignment . },1_prop_subject_target,basic
q131,SELECT ?target WHERE { ?target ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },1_prop_subject_target,basic
q132,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q133,SELECT ?target WHERE { ns1:digital_forensics ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q134,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:practicum . ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:also_known_as ?target . },3_prop_star_v1,advanced
q135,SELECT ?target WHERE { ns1:statistics_and_probability ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_course_category ns1:faculty_mandatory_course . ?hidden ns1:has_credits ?target . },3_prop_star_v2,advanced
q136,SELECT ?target WHERE { ns1:calculus_2 ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q137,SELECT ?target WHERE { ?target ns1:has_research_group ns1:digital_library_and_distance_learning_laboratory . },1_prop_subject_target,basic
q138,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:demo . },2_prop_branching_v4,intermediate
q139,SELECT ?target WHERE { ns1:computer_vision ns1:has_research_group ?target . },1_prop_object_target,basic
q140,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:final_project . },2_prop_branching_v4,intermediate
q141,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_computer_organization . },1_prop_subject_target,basic
q142,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . ?hidden ns1:has_evaluation_method ns1:test . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q143,SELECT ?target WHERE { ns1:game_development ns1:has_research_group ?target . },1_prop_object_target,basic
q144,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:laboratory_assignment . },1_prop_subject_target,basic
q145,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_computer_organization . },1_prop_subject_target,basic
q146,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_prerequisite_course ns1:calculus_2 . },2_prop_branching_v4,intermediate
q147,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },2_prop_branching_v4,intermediate
q148,SELECT ?target WHERE { ns1:linear_algebra ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q149,SELECT ?target WHERE { ns1:advanced_programming ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q150,SELECT ?target WHERE { ns1:numerical_analysis ns1:has_course_category ?target . },1_prop_object_target,basic
q151,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_research_group ns1:reliable_software_engineering . },2_prop_branching_v4,intermediate
q152,SELECT ?target WHERE { ?target ns1:has_research_group ns1:computer_system_laboratory . },1_prop_subject_target,basic
q153,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:programming_basics_2 . },1_prop_subject_target,basic
q154,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_research_group ns1:machine_learning_and_computer_vision . },2_prop_branching_v4,intermediate
q155,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_research_group ns1:intelligent_systems_and_robotics . },2_prop_branching_v4,intermediate
q156,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_course_category ns1:university_mandatory_course . },2_prop_branching_v4,intermediate
q157,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . ?hidden ns1:has_evaluation_method ns1:test . ?hidden ns1:has_minimum_credits ?target . },3_prop_star_v1,advanced
q158,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_course_category ns1:study_program_elective_course . },2_prop_branching_v4,intermediate
q159,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:operating_system . ?target ns1:has_course_category ns1:study_program_elective_course . },2_prop_middle_target_v4,intermediate
q160,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_prerequisite_course ns1:software_engineering . },2_prop_branching_v4,intermediate
q161,SELECT ?target WHERE { ?target ns1:has_research_group ns1:machine_learning_and_computer_vision . },1_prop_subject_target,basic
q162,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:projects_and_presentations . },2_prop_branching_v4,intermediate
q163,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q164,SELECT ?target WHERE { ns1:research_methodology_and_scientific_writing ns1:has_course_category ?target . },1_prop_object_target,basic
q165,SELECT ?target WHERE { ns1:knowledge_representation_and_reasoning ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q166,SELECT ?target WHERE { ns1:mobile_technology ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q167,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_research_group ns1:computer_system_laboratory . },2_prop_branching_v4,intermediate
q168,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_mandatory_course . },1_prop_subject_target,basic
q169,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_elective_course . },1_prop_subject_target,basic
