id,sparql,pattern_type,complexity
q31,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:computer_system_laboratory . ?hidden ns1:has_course_code ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q32,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_research_group ns1:digital_library_and_distance_learning_laboratory . },2_prop_branching_v4,intermediate
q33,SELECT ?target WHERE { ns1:simulation_and_modeling ns1:has_research_group ?target . },1_prop_object_target,basic
q34,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . ?hidden ns1:has_course_category ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v1,advanced
q35,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_prerequisite_course ?hidden2 . ?hidden ns1:has_research_group ?target . },3_prop_star_v1,advanced
q36,SELECT ?target WHERE { ns1:parallel_programming ns1:has_research_group ?target . },1_prop_object_target,basic
q37,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:supervisor_evaluation . },1_prop_subject_target,basic
q38,SELECT ?target WHERE { ?target rdfs:range ns1:course_category . },1_prop_subject_target,basic
q39,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q40,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q41,SELECT ?target WHERE { ns1:distributed_systems ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q42,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_research_group ?hidden2 . ?hidden ns1:also_known_as ?target . },3_prop_star_v1,advanced
q43,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_course_category ns1:faculty_mandatory_course . },2_prop_branching_v4,intermediate
q44,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q45,SELECT ?target WHERE { ?target ns1:has_research_group ns1:intelligent_systems_and_robotics . },1_prop_subject_target,basic
q46,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:final_project . },1_prop_subject_target,basic
q47,SELECT ?target WHERE { ns1:has_credits rdfs:range ?target . },1_prop_object_target,basic
q48,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q49,SELECT ?target WHERE { ns1:database ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q50,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:computer_system_laboratory . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_prerequisite_course ?target . },3_prop_star_v1,advanced
q51,SELECT ?target WHERE { ?target ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },1_prop_subject_target,basic
q52,SELECT ?target WHERE { ns1:has_credits rdfs:domain ?target . },1_prop_object_target,basic
q53,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:lab_assignment . },1_prop_subject_target,basic
q54,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_mandatory_course . },1_prop_subject_target,basic
q55,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:programming_projects_and_demos . },1_prop_subject_target,basic
q56,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:data_structures_and_algorithms . },1_prop_subject_target,basic
q57,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:university_mandatory_course . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_course_code ?target . },3_prop_star_v1,advanced
q58,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ns1:introduction_to_computer_organization ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q59,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:group_task . },2_prop_branching_v4,intermediate
q60,SELECT ?target WHERE { ns1:software_project ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q61,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:statistics_and_probability . ?hidden ns1:has_research_group ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v1,advanced
q62,SELECT ?target WHERE { ?target rdfs:range ns1:course_category . },1_prop_subject_target,basic
q63,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_prerequisite_course ns1:discrete_mathematics_1 . },2_prop_branching_v4,intermediate
q64,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ns1:platform_based_programming ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q65,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_prerequisite_course ns1:language_theory_and_automata . },2_prop_branching_v4,intermediate
q66,SELECT ?target WHERE { ns1:has_prerequisite_course rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q67,SELECT ?target WHERE { ns1:database ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:also_known_as ?target . },3_prop_star_v2,advanced
q68,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_course_category ns1:study_program_elective_course . },2_prop_branching_v4,intermediate
q69,SELECT ?target WHERE { ns1:embedded_systems ns1:has_course_category ?target . },1_prop_object_target,basic
q70,SELECT ?target WHERE { ns1:advanced_database ns1:has_course_category ?target . },1_prop_object_target,basic
q71,SELECT ?target WHERE { ?hidden rdfs:range ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q72,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q73,SELECT ?target WHERE { ns1:introduction_to_computer_organization ns1:has_prerequisite_course ?hidden . ?hidden ns1:also_known_as ?hidden2 . ?hidden ns1:has_course_code ?target . },3_prop_star_v2,advanced
q74,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q75,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_research_group ns1:computer_system_laboratory . },2_prop_branching_v4,intermediate
q76,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q77,SELECT ?target WHERE { ns1:advanced_database ns1:has_research_group ?target . },1_prop_object_target,basic
q78,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_course_category ns1:study_program_elective_course . },2_prop_branching_v4,intermediate
q79,SELECT ?target WHERE { ns1:has_credits rdfs:range ?target . },1_prop_object_target,basic
q80,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_elective_course . },1_prop_subject_target,basic
q81,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_artificial_intelligence_and_data_science . },1_prop_subject_target,basic
q82,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:project . },1_prop_subject_target,basic
q83,SELECT ?target WHERE { ?hidden rdfs:subPropertyOf ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q84,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ns1:platform_based_programming ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q85,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q86,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_evaluation_method ns1:final_project . },2_prop_branching_v4,intermediate
q87,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:laboratory_assignment . },2_prop_branching_v4,intermediate
q88,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_prerequisite_course ns1:advanced_programming . },2_prop_branching_v4,intermediate
q89,SELECT ?target WHERE { ns1:has_prerequisite_course rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q90,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_research_group ns1:digital_library_and_distance_learning_laboratory . },2_prop_branching_v4,intermediate
q91,SELECT ?target WHERE { ns1:operating_system ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v2,advanced
q92,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:group_task . },2_prop_branching_v4,intermediate
q93,SELECT ?target WHERE { ns1:parallel_programming ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q94,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . ?hidden ns1:has_course_code ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v1,advanced
q95,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_course_category ?target . },1_prop_object_target,basic
q96,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:presentation_or_demo_of_project_assignments . },1_prop_subject_target,basic
q97,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:lab_assignment . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_prerequisite_course ?target . },3_prop_star_v1,advanced
q98,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_prerequisite_course ns1:advanced_programming . },2_prop_branching_v4,intermediate
q99,SELECT ?target WHERE { ns1:individual_final_assignment ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q100,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q101,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_course_category ?target . },1_prop_object_target,basic
q102,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:operating_system . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q103,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q104,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_evaluation_method ns1:group_task . },2_prop_branching_v4,intermediate
q105,SELECT ?target WHERE { ?target rdfs:range ns1:evaluation . },1_prop_subject_target,basic
q106,SELECT ?target WHERE { ns1:web_application_architecture ns1:has_research_group ?target . },1_prop_object_target,basic
q107,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_prerequisite_course ns1:introduction_to_computer_organization . },2_prop_branching_v4,intermediate
q108,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_course_category ns1:study_program_mandatory_course . },2_prop_branching_v1,intermediate
q109,SELECT ?target WHERE { ns1:numerical_analysis ns1:has_course_category ?target . },1_prop_object_target,basic
q110,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_evaluation_method ns1:task . },2_prop_branching_v4,intermediate
q111,SELECT ?target WHERE { ns1:has_research_group rdfs:range ?target . },1_prop_object_target,basic
q112,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_research_group ns1:machine_learning_and_computer_vision . },2_prop_branching_v4,intermediate
q113,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_course_category ns1:study_program_mandatory_course . },2_prop_branching_v4,intermediate
q114,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_prerequisite_course ns1:software_engineering . },2_prop_branching_v4,intermediate
q115,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_elective_course . },1_prop_subject_target,basic
q116,SELECT ?target WHERE { ns1:integrated_personality_development_skills ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q117,SELECT ?target WHERE { ns1:language_theory_and_automata ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q118,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:domain ?target . },1_prop_object_target,basic
q119,SELECT ?target WHERE { ns1:database ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q120,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:discrete_mathematics_2 . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_course_code ?target . },3_prop_star_v1,advanced
q121,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:capture_the_flag . },1_prop_subject_target,basic
q122,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:lab_assignment . ?hidden ns1:has_credits ?hidden2 . ?target ns1:has_prerequisite_course ?hidden . },3_prop_star_v5,advanced
q123,SELECT ?target WHERE { ns1:computational_geometry ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },2_prop_middle_target_v1,intermediate
q124,SELECT ?target WHERE { ?target ns1:has_research_group ns1:machine_learning_and_computer_vision . },1_prop_subject_target,basic
q125,SELECT ?target WHERE { ns1:has_course_category rdfs:domain ?hidden . ?target rdfs:range ?hidden . ?target rdfs:subPropertyOf ns1:has_prerequisite . },3_prop_linear_middle_v3,advanced
q126,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_research_group ns1:machine_learning_and_computer_vision . },2_prop_branching_v4,intermediate
q127,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . ?hidden ns1:has_minimum_credits ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v1,advanced
q128,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:digital_library_and_distance_learning_laboratory . ?hidden ns1:has_course_code ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q129,SELECT ?target WHERE { ns1:has_course_category rdfs:domain ?target . },1_prop_object_target,basic
q130,SELECT ?target WHERE { ns1:system_administration ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q131,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_prerequisite_course ns1:calculus_1 . },2_prop_branching_v4,intermediate
q132,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:range ?target . },1_prop_object_target,basic
q133,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:lab_assignment . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_course_category ?target . },3_prop_star_v1,advanced
q134,SELECT ?target WHERE { ns1:mobile_technology ns1:has_research_group ?target . },1_prop_object_target,basic
q135,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:presentation . },1_prop_subject_target,basic
q136,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:range ?target . },1_prop_object_target,basic
q137,SELECT ?target WHERE { ?target rdfs:range ns1:research_lab . },1_prop_subject_target,basic
q138,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q139,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:advanced_programming . },1_prop_subject_target,basic
q140,SELECT ?target WHERE { ?hidden rdfs:range ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q141,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:individual_review . },1_prop_subject_target,basic
q142,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:introduction_to_artificial_intelligence_and_data_science . ?hidden ns1:also_known_as ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v1,advanced
q143,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q144,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_research_group ns1:computer_system_laboratory . },2_prop_branching_v4,intermediate
q145,SELECT ?target WHERE { ns1:introduction_to_software_security ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q146,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_digital_systems . },1_prop_subject_target,basic
q147,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_prerequisite_course ns1:software_engineering . },2_prop_branching_v4,intermediate
q148,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:data_structures_and_algorithms . },1_prop_subject_target,basic
q149,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:domain ?target . },1_prop_object_target,basic
q150,SELECT ?target WHERE { ns1:has_evaluation_method rdfs:range ?target . },1_prop_object_target,basic
q151,SELECT ?target WHERE { ?hidden rdfs:range ?target . ?hidden rdfs:subPropertyOf ns1:has_prerequisite . },2_prop_branching_v4,intermediate
q152,SELECT ?target WHERE { ns1:computer_assisted_teaching ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q153,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q154,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q155,SELECT ?target WHERE { ?hidden rdfs:subPropertyOf ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q156,SELECT ?target WHERE { ns1:has_evaluation_method rdfs:range ?target . },1_prop_object_target,basic
q157,SELECT ?target WHERE { ?target ns1:has_research_group ns1:machine_learning_and_computer_vision . },1_prop_subject_target,basic
q158,SELECT ?target WHERE { ns1:operating_system ns1:has_course_category ?target . },1_prop_object_target,basic
q159,SELECT ?target WHERE { ?hidden rdfs:subPropertyOf ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q160,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:group_project . },1_prop_subject_target,basic
q161,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q162,SELECT ?target WHERE { ?hidden rdfs:subPropertyOf ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q163,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:university_mandatory_course . ?hidden ns1:also_known_as ?hidden2 . ?hidden ns1:has_course_code ?target . },3_prop_star_v1,advanced
q164,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_research_group ns1:reliable_software_engineering . },2_prop_branching_v4,intermediate
q165,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:report_document . ?hidden ns1:has_prerequisite_course ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q166,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_prerequisite_course ns1:platform_based_programming . },2_prop_branching_v4,intermediate
q167,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q168,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_prerequisite_course ?hidden . ?hidden ns1:also_known_as ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v2,advanced
q169,SELECT ?target WHERE { ?target rdfs:range ns1:course_category . },1_prop_subject_target,basic
q170,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:case_study . },2_prop_branching_v4,intermediate
q171,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_mandatory_course . },1_prop_subject_target,basic
q172,SELECT ?target WHERE { ?hidden rdfs:range ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q173,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_elective_course . },1_prop_subject_target,basic
q174,SELECT ?target WHERE { ns1:robotics ns1:has_research_group ?target . },1_prop_object_target,basic
q175,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_course_category ns1:university_mandatory_course . },2_prop_branching_v4,intermediate
q176,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:presentation . },2_prop_branching_v4,intermediate
q177,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_prerequisite_course ns1:calculus_2 . },2_prop_branching_v4,intermediate
q178,SELECT ?target WHERE { ns1:statistics_and_probability ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v2,advanced
q179,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:intelligent_systems_and_robotics . ?hidden ns1:has_minimum_credits ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q180,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },2_prop_branching_v4,intermediate
q181,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:group_task . },2_prop_branching_v4,intermediate
q182,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:projects_and_presentations . },1_prop_subject_target,basic
q183,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q184,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q185,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q186,SELECT ?target WHERE { ns1:has_prerequisite_course rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q187,SELECT ?target WHERE { ns1:database ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q188,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_evaluation_method ns1:supervisor_evaluation . },2_prop_branching_v4,intermediate
q189,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:supervisor_evaluation . },1_prop_subject_target,basic
q190,SELECT ?target WHERE { ns1:also_known_as rdfs:domain ?target . },1_prop_object_target,basic
q191,SELECT ?target WHERE { ns1:information_retrieval ns1:has_research_group ?target . },1_prop_object_target,basic
q192,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_mandatory_course . ?hidden ns1:has_course_code ?hidden2 . ?hidden ns1:also_known_as ?target . },3_prop_star_v1,advanced
q193,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_prerequisite_course ns1:platform_based_programming . },2_prop_branching_v4,intermediate
q194,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:database . },1_prop_subject_target,basic
q195,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:introduction_to_digital_systems . ?hidden ns1:has_course_category ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q196,SELECT ?target WHERE { ns1:has_research_group rdfs:domain ?target . },1_prop_object_target,basic
q197,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ns1:advanced_programming ns1:has_prerequisite_course ?hidden . },2_prop_branching_v2,intermediate
q198,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q199,SELECT ?target WHERE { ns1:compiler_techniques ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q200,SELECT ?target WHERE { ?hidden ns1:has_minimum_credits ?target . ?hidden ns1:has_research_group ns1:machine_learning_and_computer_vision . },2_prop_branching_v4,intermediate
q201,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:statistics_and_probability . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q202,SELECT ?target WHERE { ns1:numerical_analysis ns1:has_course_category ?target . },1_prop_object_target,basic
q203,SELECT ?target WHERE { ?target ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },1_prop_subject_target,basic
