id,sparql,pattern_type,complexity
q52,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_prerequisite_course ?hidden2 . ?hidden ns1:has_research_group ?target . },3_prop_star_v1,advanced
q53,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q54,SELECT ?target WHERE { ns1:has_research_group rdfs:range ?target . },1_prop_object_target,basic
q55,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_prerequisite_course ns1:statistics_and_probability . },2_prop_branching_v4,intermediate
q56,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_course_category ns1:study_program_elective_course . },2_prop_branching_v4,intermediate
q57,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q58,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q59,SELECT ?target WHERE { ?target ns1:has_research_group ns1:machine_learning_and_computer_vision . },1_prop_subject_target,basic
q60,SELECT ?target WHERE { ?target ns1:has_research_group ns1:computer_system_laboratory . },1_prop_subject_target,basic
q61,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:group_task . },2_prop_branching_v4,intermediate
q62,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:also_known_as ?target . },3_prop_star_v1,advanced
q63,SELECT ?target WHERE { ns1:digital_forensics ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q64,SELECT ?target WHERE { ns1:has_evaluation_method rdfs:range ?target . },1_prop_object_target,basic
q65,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:individual_review . },2_prop_branching_v4,intermediate
q66,SELECT ?target WHERE { ns1:has_course_code rdfs:domain ?target . },1_prop_object_target,basic
q67,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v2,advanced
q68,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q69,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_research_group ns1:reliable_software_engineering . },2_prop_branching_v4,intermediate
q70,SELECT ?target WHERE { ?target ns1:has_course_category ns1:university_mandatory_course . },1_prop_subject_target,basic
q71,SELECT ?target WHERE { ns1:internet_of_things ns1:has_course_category ?target . },1_prop_object_target,basic
q72,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_mandatory_course . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_course_code ?target . },3_prop_star_v1,advanced
q73,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_research_group ns1:digital_library_and_distance_learning_laboratory . },2_prop_branching_v4,intermediate
q74,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ns1:test . },2_prop_branching_v1,intermediate
q75,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ns1:presentation_or_demo_of_project_assignments . },2_prop_branching_v1,intermediate
q76,SELECT ?target WHERE { ?hidden rdfs:subPropertyOf ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q77,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_evaluation_method ns1:practicum . },2_prop_branching_v4,intermediate
q78,SELECT ?target WHERE { ns1:has_prerequisite_course rdfs:domain ?target . },1_prop_object_target,basic
q79,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:group_presentation . },1_prop_subject_target,basic
q80,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:presentation . },1_prop_subject_target,basic
q81,SELECT ?target WHERE { ?target rdfs:domain ns1:course . },1_prop_subject_target,basic
q82,SELECT ?target WHERE { ?hidden ns1:also_known_as ?target . ?hidden ns1:has_prerequisite_course ns1:introduction_to_digital_systems . },2_prop_branching_v4,intermediate
q83,SELECT ?target WHERE { ns1:deep_learning ns1:has_research_group ?target . },1_prop_object_target,basic
q84,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_evaluation_method ns1:task . },2_prop_branching_v4,intermediate
q85,SELECT ?target WHERE { ns1:has_prerequisite_course rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q86,SELECT ?target WHERE { ns1:computer_vision ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q87,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:domain ?target . },1_prop_object_target,basic
q88,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q89,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:calculus_2 . },1_prop_subject_target,basic
q90,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q91,SELECT ?target WHERE { ns1:web_application_architecture ns1:has_evaluation_method ?target . },1_prop_object_target,basic
q92,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_evaluation_method ns1:task . },2_prop_branching_v4,intermediate
q93,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:case_study . ?hidden ns1:has_prerequisite_course ?hidden2 . ?hidden ns1:has_research_group ?target . },3_prop_star_v1,advanced
q94,SELECT ?target WHERE { ?hidden ns1:has_course_category ?target . ?hidden ns1:has_prerequisite_course ns1:research_methodology_and_scientific_writing . },2_prop_branching_v4,intermediate
q95,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_research_group ns1:computer_system_laboratory . },2_prop_branching_v4,intermediate
q96,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q97,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },2_prop_branching_v4,intermediate
q98,SELECT ?target WHERE { ?hidden rdfs:range ?target . ?hidden rdfs:subPropertyOf ns1:has_prerequisite . },2_prop_branching_v4,intermediate
q99,SELECT ?target WHERE { ?hidden rdfs:range ?target . ?hidden rdfs:domain ns1:course . },2_prop_branching_v4,intermediate
q100,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:group_project . },2_prop_branching_v4,intermediate
q101,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q102,SELECT ?target WHERE { ?hidden rdfs:domain ?target . ?hidden rdfs:range ns1:evaluation . },2_prop_branching_v4,intermediate
q103,SELECT ?target WHERE { ns1:advanced_database ns1:has_prerequisite_course ?target . },1_prop_object_target,basic
q104,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q105,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:faculty_mandatory_course . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_prerequisite_course ?target . },3_prop_star_v1,advanced
q106,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:faculty_mandatory_course . ?hidden ns1:has_credits ?hidden2 . ?target ns1:has_prerequisite_course ?hidden . },3_prop_star_v5,advanced
q107,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_digital_systems . },1_prop_subject_target,basic
q108,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:ept_or_toefl_or_ielts_or_similar_exams . },1_prop_subject_target,basic
q109,SELECT ?target WHERE { ?hidden ns1:has_credits ?target . ?hidden ns1:has_course_category ns1:study_program_elective_course . },2_prop_branching_v4,intermediate
q110,SELECT ?target WHERE { ns1:advanced_database ns1:has_research_group ?target . },1_prop_object_target,basic
q111,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q112,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:supervisor_evaluation . },1_prop_subject_target,basic
q113,SELECT ?target WHERE { ns1:has_course_category rdfs:domain ?target . },1_prop_object_target,basic
q114,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:machine_learning_and_computer_vision . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_credits ?target . },3_prop_star_v1,advanced
q115,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q116,SELECT ?target WHERE { ns1:has_evaluation_method rdfs:domain ?target . },1_prop_object_target,basic
q117,SELECT ?target WHERE { ns1:computer_vision ns1:has_research_group ?target . },1_prop_object_target,basic
q118,SELECT ?target WHERE { ns1:platform_based_programming ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_course_code ?target . },3_prop_star_v2,advanced
q119,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_prerequisite_course ns1:statistics_and_probability . },2_prop_branching_v4,intermediate
q120,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q121,SELECT ?target WHERE { ns1:has_research_group rdfs:domain ?target . },1_prop_object_target,basic
q122,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:operating_system . },1_prop_subject_target,basic
q123,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ?target . ?hidden ns1:has_course_category ns1:university_mandatory_course . },2_prop_branching_v4,intermediate
q124,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:introduction_to_artificial_intelligence_and_data_science . ?hidden ns1:has_credits ?hidden2 . ?hidden ns1:has_evaluation_method ?target . },3_prop_star_v1,advanced
q125,SELECT ?target WHERE { ?target rdfs:range ns1:course_category . },1_prop_subject_target,basic
q126,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:test . },2_prop_branching_v4,intermediate
q127,SELECT ?target WHERE { ns1:computer_science_special_topics ns1:has_research_group ?target . },1_prop_object_target,basic
q128,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },1_prop_subject_target,basic
q129,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:domain ?target . },1_prop_object_target,basic
q130,SELECT ?target WHERE { ?target rdfs:subPropertyOf ns1:has_prerequisite . },1_prop_subject_target,basic
q131,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_course_category ns1:faculty_mandatory_course . },2_prop_branching_v4,intermediate
q132,SELECT ?target WHERE { ?target ns1:has_course_category ns1:study_program_mandatory_course . },1_prop_subject_target,basic
q133,SELECT ?target WHERE { ?hidden ns1:has_research_group ?target . ?hidden ns1:has_evaluation_method ns1:projects_and_presentations . },2_prop_branching_v4,intermediate
q134,SELECT ?target WHERE { ?hidden ns1:has_course_code ?target . ?hidden ns1:has_course_category ns1:university_mandatory_course . },2_prop_branching_v4,intermediate
q135,SELECT ?target WHERE { ns1:has_minimum_credits rdfs:subPropertyOf ?target . },1_prop_object_target,basic
q136,SELECT ?target WHERE { ?hidden rdfs:subPropertyOf ns1:has_prerequisite . ?hidden rdfs:domain ?hidden2 . ?hidden rdfs:range ?target . },3_prop_star_v1,advanced
q137,SELECT ?target WHERE { ?target rdfs:range ns1:course . },1_prop_subject_target,basic
q138,SELECT ?target WHERE { ns1:has_course_code rdfs:domain ?target . },1_prop_object_target,basic
q139,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . ?hidden ns1:has_evaluation_method ?hidden2 . ?hidden ns1:has_prerequisite_course ?target . },3_prop_star_v1,advanced
