id,sparql,pattern_type,complexity
q11,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/daftarPasal> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0018/versi/19500720> . },2_prop_middle_target_v1,intermediate
q12,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/6/pasal/0003/versi/19500720/ayat/0001/huruf/description> . },1_prop_subject_target,basic
q13,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/10/pasal/0001> lex2kg-o:versi ?hidden1 . ?hidden1 lex2kg-o:ayat ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q14,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2> lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/2/pasal/0014/versi/19500515/text> . },3_prop_linear_middle_v1,advanced
q15,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0015> lex2kg-o:versi ?target . },1_prop_object_target,basic
q16,SELECT ?target WHERE { ?hidden lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1950/15/daftarPasal> . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/15/pasal/0004> . ?hidden lex2kg-o:mengingat ?target . },3_prop_star_v1,advanced
q17,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2> lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi ?target . ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/2/pasal/0010/versi/19500515/huruf/0002> . },3_prop_linear_middle_v1,advanced
q18,SELECT ?target WHERE { ?hidden lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/1/pasal/0137> . ?hidden lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0002/huruf/0002/text> . ?hidden lex2kg-o:teks ?target . },3_prop_star_v1,advanced
q19,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0021/versi/19531218> . },2_prop_branching_v1,intermediate
q20,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0010> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0010/versi/19500720/ayat/0007> . },2_prop_middle_target_v1,intermediate
q21,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0004/0003/0003> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q22,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0020/versi/19500720/ayat/0002> . },2_prop_branching_v1,intermediate
q23,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:daftarPasal ?hidden . ?hidden lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0020/versi/19500720> . },3_prop_linear_middle_v1,advanced
q24,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/29/pasal/0005> . },1_prop_subject_target,basic
q25,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/0007> lex2kg-o:huruf ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/huruf/0007/huruf/0006/text> . },2_prop_middle_target_v1,intermediate
q26,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/6/pasal/0004/versi/19500720/huruf/b> . },2_prop_branching_v1,intermediate
q27,SELECT ?target WHERE { ?target lex2kg-o:merujuk <https://example.org/lex2kg/uu/1957/22/pasal/0017> . },1_prop_subject_target,basic
q28,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6/pasal/0003> lex2kg-o:versi ?hidden1 . ?hidden1 lex2kg-o:ayat ?hidden2 . ?hidden2 lex2kg-o:huruf ?target . },3_prop_linear_end_v1,advanced
q29,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:daftarPasal ?hidden . ?hidden lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0006/versi/19500720> . },3_prop_linear_middle_v1,advanced
q30,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/2/pasal/0136> . },2_prop_branching_v1,intermediate
q31,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q32,SELECT ?target WHERE { ?target lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1953/35/bab/0003/daftarPasal> . },1_prop_subject_target,basic
q33,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0002/huruf/0001/text> . },1_prop_subject_target,basic
q34,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/huruf/0004> . },2_prop_branching_v1,intermediate
q35,SELECT ?target WHERE { ?target lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1953/10/daftarPasal> . },1_prop_subject_target,basic
q36,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0003/versi/19500720> . },2_prop_middle_target_v1,intermediate
q37,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1954/46/pasal/0001/versi/19541229/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001> . },1_prop_subject_target,basic
q38,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/6/pasal/0004/versi/19500720> . },2_prop_branching_v1,intermediate
q39,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22/pasal/0009/versi/19570408/ayat/0001/huruf> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q40,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q41,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0008/versi/19531218> . },1_prop_subject_target,basic
q42,SELECT ?target WHERE { ?target lex2kg-o:mengingat <https://example.org/lex2kg/uu/1953/10/mengingat> . },1_prop_subject_target,basic
q43,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/daftarPasal> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0014/versi/19500720> . },2_prop_middle_target_v1,intermediate
q44,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0007> lex2kg-o:versi ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/5/pasal/0007/versi/19500720/text> . },2_prop_middle_target_v1,intermediate
q45,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/35> lex2kg-o:bab ?target . },1_prop_object_target,basic
q46,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0046> lex2kg-o:versi ?target . },1_prop_object_target,basic
q47,SELECT ?target WHERE { ?target lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/1/pasal/0136> . },1_prop_subject_target,basic
q48,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q49,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/35/bab/0011> lex2kg-o:daftarPasal ?target . },1_prop_object_target,basic
q50,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0018> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0018/versi/19500720/ayat/0002> . },2_prop_middle_target_v1,intermediate
q51,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6/pasal/0005> lex2kg-o:versi ?target . },1_prop_object_target,basic
q52,SELECT ?target WHERE { ?hidden lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1950/15/daftarPasal> . ?hidden lex2kg-o:mengingat <https://example.org/lex2kg/uu/1950/15/mengingat> . ?hidden lex2kg-o:disahkanDi ?target . },3_prop_star_v1,advanced
q53,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q54,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/9/pasal/0002> . },1_prop_subject_target,basic
q55,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0002> lex2kg-o:versi ?target . },1_prop_object_target,basic
q56,SELECT ?target WHERE { ?target lex2kg-o:bab <https://example.org/lex2kg/uu/1953/35/bab/0008> . },1_prop_subject_target,basic
q57,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0057> lex2kg-o:versi ?target . },1_prop_object_target,basic
q58,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0018/versi/19500720> . },1_prop_subject_target,basic
q59,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0003/huruf/0002/huruf/0002> . },1_prop_subject_target,basic
q60,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/29/pasal/0003> lex2kg-o:versi ?target . },1_prop_object_target,basic
q61,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/9> lex2kg-o:mengingat ?target . },1_prop_object_target,basic
q62,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0038> . },1_prop_subject_target,basic
q63,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0009/versi/19500720> . },2_prop_branching_v1,intermediate
q64,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0003> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q65,SELECT ?target WHERE { ?target lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1953/25/bab/0001/daftarPasal> . },1_prop_subject_target,basic
q66,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0044/versi/19531218> . },2_prop_branching_v1,intermediate
q67,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1954/21/pasal/0006/versi/19540528> . },1_prop_subject_target,basic
q68,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2/daftarPasal> lex2kg-o:pasal ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:merujuk ?target . },3_prop_linear_end_v1,advanced
q69,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/huruf/0007/huruf/0007/huruf/0002/huruf/0002/text> . },1_prop_subject_target,basic
q70,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0003/0002/0002/0002> lex2kg-o:huruf ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0003/huruf/0002/huruf/0002/huruf/0002/huruf/0001/text> . },2_prop_middle_target_v1,intermediate
q71,SELECT ?target WHERE { ?hidden lex2kg-o:daftarPasal ?target . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0027> . },2_prop_branching_v4,intermediate
q72,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q73,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0032/versi/19500720> . },2_prop_branching_v1,intermediate
q74,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/13/pasal/0001/versi/19540312/huruf/d/huruf/b> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q75,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/46/mengingat> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q76,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/18/pasal/0004> . },1_prop_subject_target,basic
q77,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0011/versi/19500720> . },2_prop_branching_v1,intermediate
q78,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/15/daftarPasal> lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/15/pasal/0002/versi/19500808/ayat/0002> . },3_prop_linear_middle_v1,advanced
q79,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0013> . },1_prop_subject_target,basic
q80,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q81,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2/pasal/0001> lex2kg-o:versi ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/2/pasal/0001/versi/19500515/text> . },2_prop_middle_target_v1,intermediate
q82,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6> lex2kg-o:pasal ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:segmen ?target . },3_prop_linear_end_v1,advanced
q83,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0044/versi/19531218> . },2_prop_branching_v1,intermediate
q84,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0011/versi/19500720> . },2_prop_branching_v1,intermediate
q85,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1957/22/pasal/0031/versi/19570408> . },1_prop_subject_target,basic
q86,SELECT ?target WHERE { ?target lex2kg-o:merujuk <https://example.org/lex2kg/uu/1950/1/pasal/0101> . },1_prop_subject_target,basic
q87,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2/daftarPasal> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/2/pasal/0008/versi/19500515> . },2_prop_middle_target_v1,intermediate
q88,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/4/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q89,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/46/pasal/0001/versi/19541229/huruf> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q90,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0001> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q91,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1957/22/pasal/0001/versi/19570408/ayat/0001/huruf/d/huruf/0001/text> . },1_prop_subject_target,basic
q92,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0025/versi/19500720> . },2_prop_middle_target_v1,intermediate
q93,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/15/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q94,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:menimbang ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1953/25/menimbang/text> . },2_prop_middle_target_v1,intermediate
q95,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q96,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0026/versi/19500720/ayat/0003> . },2_prop_branching_v1,intermediate
q97,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/33/pasal/0001/versi/19531218> . },1_prop_subject_target,basic
q98,SELECT ?target WHERE { ?target lex2kg-o:daftarPasal ?hidden . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0007> . },2_prop_branching_v1,intermediate
q99,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:daftarPasal ?hidden . ?hidden lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0031/versi/19500720> . },3_prop_linear_middle_v1,advanced
q100,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/10/pasal/0001> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/10/pasal/0001/versi/19530509/ayat/0006> . },2_prop_middle_target_v1,intermediate
q101,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0002/huruf/0001> lex2kg-o:merujuk ?target . },1_prop_object_target,basic
q102,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1954/21/pasal/0019> . },1_prop_subject_target,basic
q103,SELECT ?target WHERE { ?target lex2kg-o:bab ?hidden . ?hidden lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1953/25/bab/0012/daftarPasal> . },2_prop_branching_v1,intermediate
q104,SELECT ?target WHERE { ?target lex2kg-o:daftarPasal ?hidden . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0031> . },2_prop_branching_v1,intermediate
q105,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0002/huruf/0002/huruf/0002> . },1_prop_subject_target,basic
q106,SELECT ?target WHERE { ?target lex2kg-o:huruf ?hidden . ?hidden lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0002/huruf/0002/huruf/0002/huruf/0002/huruf/0002/text> . },2_prop_branching_v1,intermediate
q107,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/6/pasal/0008> . },1_prop_subject_target,basic
q108,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0006/versi/19531218> . },2_prop_branching_v1,intermediate
q109,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0030/versi/19500720> . },2_prop_branching_v1,intermediate
q110,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0004/0003/0003/0003/0003/0002> lex2kg-o:huruf ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0002/huruf/0001/text> . },2_prop_middle_target_v1,intermediate
q111,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0008/versi/19531218> . },1_prop_subject_target,basic
q112,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0023/versi/19500720/ayat/0005> . },2_prop_branching_v1,intermediate
q113,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0001> . },1_prop_subject_target,basic
q114,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/9> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q115,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0004/0003/0003> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q116,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/2/pasal/0004/versi/19500515> . },2_prop_middle_target_v1,intermediate
q117,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0001/text> . },1_prop_subject_target,basic
q118,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/15/pasal/0003/versi/19500808/ayat/0001/huruf> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q119,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6> lex2kg-o:daftarPasal ?target . ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/6/pasal/0001> . },2_prop_middle_target_v1,intermediate
q120,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0002> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q121,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/0004/0004/0004/0004/0003/0003/0003/0002> lex2kg-o:huruf ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0002/huruf/0001/text> . },2_prop_middle_target_v1,intermediate
q122,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/0007> lex2kg-o:huruf ?target . ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/huruf/0007/huruf/0002/text> . },2_prop_middle_target_v1,intermediate
q123,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0002/huruf/0001> . },1_prop_subject_target,basic
q124,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q125,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q126,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/10/pasal/0002/versi/19530509/ayat/0004> . },2_prop_branching_v1,intermediate
q127,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0033> lex2kg-o:versi ?target . },1_prop_object_target,basic
q128,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0023/versi/19500720> . },1_prop_subject_target,basic
q129,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/23> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q130,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/2/pasal/0009/versi/19500515/text> . },2_prop_branching_v1,intermediate
q131,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1954/46/pasal/0001/versi/19541229/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/0001/huruf/description> . },1_prop_subject_target,basic
q132,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0024/versi/19500720> . },2_prop_middle_target_v1,intermediate
q133,SELECT ?target WHERE { ?target lex2kg-o:bab <https://example.org/lex2kg/uu/1953/25/bab/0002> . },1_prop_subject_target,basic
q134,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0002/huruf/0002/huruf/0002/huruf/0002> . },1_prop_subject_target,basic
q135,SELECT ?target WHERE { ?target lex2kg-o:huruf ?hidden . ?hidden lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0002/huruf/0002/text> . },2_prop_branching_v1,intermediate
