id,question,sparql,category,complexity,templateId
q13,What entity serves as a connection point for Projects & Presentations and Data Structures and Algorithms?,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:projects_and_presentations . ?hidden ns1:has_prerequisite_course ns1:data_structures_and_algorithms . ?hidden ns1:has_course_category ?target . },university,advanced,3_prop_star_v1
q14,What has evaluation method Task?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:task . },university,basic,1_prop_subject_target
q15,What is related to Information Retrieval and Natural Language Processing through has research group?,SELECT ?target WHERE { ?target ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },university,basic,1_prop_subject_target
q16,Find the common entity that links to Introduction to Artificial Intelligence and Data Science and Programming Assignment through multiple relationships.,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ns1:programming_assignment . ?hidden ns1:has_course_category ?target . },university,advanced,3_prop_star_v2
q17,What has prerequisite course does Parallel Programming have?,SELECT ?target WHERE { ns1:parallel_programming ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q18,Which entity bridges Simulation and Modeling and Programming Assignment?,SELECT ?target WHERE { ns1:simulation_and_modeling ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:programming_assignment . },university,intermediate,2_prop_middle_target_v1
q19,What entity serves as a connection point for Computer System Laboratory and Study Program Elective Course?,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:computer_system_laboratory . ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_minimum_credits ?target . },university,advanced,3_prop_star_v1
q20,Which has evaluation method is associated with robotics?,SELECT ?target WHERE { ns1:robotics ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q21,"What is the central hub connected to both Test and Operating system through has evaluation method, has prerequisite course, and has course code?",SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:test . ns1:operating_system ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v3
q22,What entity serves as a connection point for Faculty Mandatory Course and Programming Basics 2?,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:faculty_mandatory_course . ns1:programming_basics_2 ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_credits ?target . },university,advanced,3_prop_star_v3
q23,What is the has prerequisite course of Final Project Group Assignment?,SELECT ?target WHERE { ns1:final_project_group_assignment ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q24,What has evaluation method does Competitive Programming Practicum have?,SELECT ?target WHERE { ns1:competitive_programming_practicum ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q25,What connects Bioinformatics and Test through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:bioinformatics ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q26,Find the has research group for robotics.,SELECT ?target WHERE { ns1:robotics ns1:has_research_group ?target . },university,basic,1_prop_object_target
q27,What is the middle point linking Computer Vision to Group Project?,SELECT ?target WHERE { ns1:computer_vision ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q28,What is the has prerequisite course of Software Project?,SELECT ?target WHERE { ns1:software_project ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q29,Which items have has evaluation method of Case study?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:case_study . },university,basic,1_prop_subject_target
q30,What is related to Research Methodology and Scientific Writing through has prerequisite course?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:research_methodology_and_scientific_writing . },university,basic,1_prop_subject_target
q31,What is related to Group Presentation through has evaluation method?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:group_presentation . },university,basic,1_prop_subject_target
q32,Which entity bridges Software Product Line Engineering and Group Project?,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q33,What is related to Programming Basics 2 through has prerequisite course?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:programming_basics_2 . },university,basic,1_prop_subject_target
q34,What connects Parallel Programming and Faculty Mandatory Course through has prerequisite course and has course category?,SELECT ?target WHERE { ns1:parallel_programming ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q35,Find the has evaluation method for Parallel Programming.,SELECT ?target WHERE { ns1:parallel_programming ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q36,Which has evaluation method is associated with Functional Programming?,SELECT ?target WHERE { ns1:functional_programming ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q37,Which item is at the center of relationships with Software engineering and Project?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:software_engineering . ?hidden ns1:has_evaluation_method ns1:project . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
q38,What entity serves as a connection point for Task and Programming Basics 1?,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:task . ?hidden ns1:has_prerequisite_course ns1:programming_basics_1 . ?hidden ns1:also_known_as ?target . },university,advanced,3_prop_star_v1
q39,Find the has evaluation method for Functional Programming.,SELECT ?target WHERE { ns1:functional_programming ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q40,Find the has evaluation method for Programming Basics 2.,SELECT ?target WHERE { ns1:programming_basics_2 ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q41,What connects Web Application Architecture and Test through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:web_application_architecture ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q42,What is the has evaluation method of Software Project?,SELECT ?target WHERE { ns1:software_project ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q43,"What is the central hub connected to both Data Structures and Algorithms and Information Retrieval and Natural Language Processing through has prerequisite course, has research group, and has course code?",SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:data_structures_and_algorithms . ?hidden ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
q44,Find all subjects that has evaluation method Capture The Flag.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:capture_the_flag . },university,basic,1_prop_subject_target
q45,Which items have has prerequisite course of Discrete Mathematics 2?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:discrete_mathematics_2 . },university,basic,1_prop_subject_target
q46,Find the intermediate entity between Calculus 2 and Test via has prerequisite course and has evaluation method.,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:calculus_2 . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v4
q47,What has evaluation method does Algorithm Design and Analysis have?,SELECT ?target WHERE { ns1:algorithm_design_and_analysis ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q48,Find the has evaluation method for Software Project.,SELECT ?target WHERE { ns1:software_project ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q49,What is the has evaluation method of Bioinformatics?,SELECT ?target WHERE { ns1:bioinformatics ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q50,Which items have has evaluation method of Task?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:task . },university,basic,1_prop_subject_target
q51,Find all subjects that has prerequisite course Language Theory & Automata.,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:language_theory_and_automata . },university,basic,1_prop_subject_target
q52,Find all subjects that has evaluation method Test.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:test . },university,basic,1_prop_subject_target
q53,Find the common entity that links to Study Program Elective Course and Platform Based Programming through multiple relationships.,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_prerequisite_course ns1:platform_based_programming . ?hidden ns1:has_credits ?target . },university,advanced,3_prop_star_v1
q54,Find the intermediate entity between Compiler Techniques and Programming Projects via has prerequisite course and has evaluation method.,SELECT ?target WHERE { ns1:compiler_techniques ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:programming_projects . },university,intermediate,2_prop_middle_target_v1
q55,Which has evaluation method is associated with Algorithm Design and Analysis?,SELECT ?target WHERE { ns1:algorithm_design_and_analysis ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q56,Find all subjects that has evaluation method Presentation.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:presentation . },university,basic,1_prop_subject_target
q57,What is related to EPT/TOEFL/IELTS or similar exams through has evaluation method?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:ept_or_toefl_or_ielts_or_similar_exams . },university,basic,1_prop_subject_target
q58,What is the has evaluation method of Programming Basics 1?,SELECT ?target WHERE { ns1:programming_basics_1 ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q59,What has evaluation method does Computer network have?,SELECT ?target WHERE { ns1:computer_network ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q60,What entity serves as a connection point for Database and Individual Review?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:database . ?hidden ns1:has_evaluation_method ns1:individual_review . ?hidden ns1:also_known_as ?target . },university,advanced,3_prop_star_v1
q61,What is the middle point linking Computer network to Test?,SELECT ?target WHERE { ns1:computer_network ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q62,Which item is at the center of relationships with Computer network and Reliable Software Engineering?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:computer_network . ?hidden ns1:has_research_group ns1:reliable_software_engineering . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
q63,Find the has evaluation method for English.,SELECT ?target WHERE { ns1:english ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q64,Which has prerequisite course is associated with System Programming?,SELECT ?target WHERE { ns1:system_programming ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q65,What connects Software Project and Study Program Mandatory Course through has prerequisite course and has course category?,SELECT ?target WHERE { ns1:software_project ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q66,Find the has prerequisite course for Software Quality Assurance.,SELECT ?target WHERE { ns1:software_quality_assurance ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q67,What is related to Calculus 2 through has prerequisite course?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:calculus_2 . },university,basic,1_prop_subject_target
q68,Which has course category is associated with Calculus 2?,SELECT ?target WHERE { ns1:calculus_2 ns1:has_course_category ?target . },university,basic,1_prop_object_target
q69,What is the has evaluation method of Software Product Line Engineering?,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q70,Which has evaluation method is associated with Functional Programming?,SELECT ?target WHERE { ns1:functional_programming ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q71,What is connected to Faculty Mandatory Course through a two-step relationship involving has prerequisite course and has course category?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_branching_v1
q72,Find the common entity that links to Programming Assignment and Language Theory & Automata through multiple relationships.,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:programming_assignment . ?hidden ns1:has_prerequisite_course ns1:language_theory_and_automata . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
q73,Which items have has prerequisite course of Language Theory & Automata?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:language_theory_and_automata . },university,basic,1_prop_subject_target
q74,Find the has course category for Final Project Group Assignment.,SELECT ?target WHERE { ns1:final_project_group_assignment ns1:has_course_category ?target . },university,basic,1_prop_object_target
q75,Which has prerequisite course is associated with Software Product Line Engineering?,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q76,What is the middle point linking Computer Assisted Teaching to Group Project?,SELECT ?target WHERE { ns1:computer_assisted_teaching ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q77,What is related to Statistics and Probability through has prerequisite course?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:statistics_and_probability . },university,basic,1_prop_subject_target
q78,What connects Calculus 2 and Test through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:calculus_2 ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q79,Find the common entity that links to Study Program Elective Course and Discrete Mathematics 1 through multiple relationships.,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_prerequisite_course ns1:discrete_mathematics_1 . ?hidden ns1:has_research_group ?target . },university,advanced,3_prop_star_v1
q80,What has prerequisite course Statistics and Probability?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:statistics_and_probability . },university,basic,1_prop_subject_target
q81,What has prerequisite course Programming Basics 1?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:programming_basics_1 . },university,basic,1_prop_subject_target
q82,Which entity bridges Advanced Database and Faculty Mandatory Course?,SELECT ?target WHERE { ns1:advanced_database ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q83,What is the middle point linking Distributed Systems to Study Program Mandatory Course?,SELECT ?target WHERE { ns1:distributed_systems ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q84,What has research group Center for Cyber Security and Cryptography?,SELECT ?target WHERE { ?target ns1:has_research_group ns1:center_for_cyber_security_and_cryptography . },university,basic,1_prop_subject_target
q85,What connects Introduction to Artificial Intelligence and Data Science and Faculty Mandatory Course through has prerequisite course and has course category?,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q86,Find the has prerequisite course for Software Project.,SELECT ?target WHERE { ns1:software_project ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q87,Which has research group is associated with System Programming?,SELECT ?target WHERE { ns1:system_programming ns1:has_research_group ?target . },university,basic,1_prop_object_target
q88,Find all subjects that has course category Faculty Mandatory Course.,SELECT ?target WHERE { ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,basic,1_prop_subject_target
q89,What has course category does Integrated Personality Development Skills have?,SELECT ?target WHERE { ns1:integrated_personality_development_skills ns1:has_course_category ?target . },university,basic,1_prop_object_target
q90,Which items have has prerequisite course of Programming Basics 1?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:programming_basics_1 . },university,basic,1_prop_subject_target
q91,What connects Software Product Line Engineering and Task through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:task . },university,intermediate,2_prop_middle_target_v1
q92,Which entity bridges Introduction to Artificial Intelligence and Data Science and Test?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:introduction_to_artificial_intelligence_and_data_science . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v4
q93,What connects Numerical Analysis and Study Program Mandatory Course through has prerequisite course and has course category?,SELECT ?target WHERE { ns1:numerical_analysis ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q94,Find the has evaluation method for Algorithm Design and Analysis.,SELECT ?target WHERE { ns1:algorithm_design_and_analysis ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q95,What has prerequisite course does Bioinformatics have?,SELECT ?target WHERE { ns1:bioinformatics ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q96,What has evaluation method Case study?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:case_study . },university,basic,1_prop_subject_target
q97,What is related to Presentation or demo of project assignments through has evaluation method?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:presentation_or_demo_of_project_assignments . },university,basic,1_prop_subject_target
q98,What has prerequisite course does Compiler Techniques have?,SELECT ?target WHERE { ns1:compiler_techniques ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q99,Which items are two hops away from Lab Assignment?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:lab_assignment . },university,intermediate,2_prop_branching_v4
q100,What is related to Lab Assignment through has evaluation method?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:lab_assignment . },university,basic,1_prop_subject_target
q101,Which items have has prerequisite course of Computer network?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:computer_network . },university,basic,1_prop_subject_target
q102,Which has evaluation method is associated with Distributed Systems?,SELECT ?target WHERE { ns1:distributed_systems ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q103,Which item is at the center of relationships with Lab Assignment and Data Structures and Algorithms?,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:lab_assignment . ?hidden ns1:has_prerequisite_course ns1:data_structures_and_algorithms . ?hidden ns1:also_known_as ?target . },university,advanced,3_prop_star_v1
q104,Find entities that are indirectly related to Presentation or demo of project assignments via has prerequisite course and has evaluation method.,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:presentation_or_demo_of_project_assignments . },university,intermediate,2_prop_branching_v4
q105,What has course category does English have?,SELECT ?target WHERE { ns1:english ns1:has_course_category ?target . },university,basic,1_prop_object_target
q106,What is the middle point linking Embedded Systems to Task?,SELECT ?target WHERE { ns1:embedded_systems ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:task . },university,intermediate,2_prop_middle_target_v1
q107,What is the middle point linking Information Retrieval to Test?,SELECT ?target WHERE { ns1:information_retrieval ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q108,What has research group Information Retrieval and Natural Language Processing?,SELECT ?target WHERE { ?target ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },university,basic,1_prop_subject_target
q109,Find the has evaluation method for Functional Programming.,SELECT ?target WHERE { ns1:functional_programming ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q110,What has prerequisite course does Statistics and Probability have?,SELECT ?target WHERE { ns1:statistics_and_probability ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q111,Find the has prerequisite course for Knowledge Graph.,SELECT ?target WHERE { ns1:knowledge_graph ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q112,Which items are two hops away from Lab Assignment?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ?target . ?hidden ns1:has_evaluation_method ns1:lab_assignment . },university,intermediate,2_prop_branching_v4
q113,What has evaluation method Projects & Presentations?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:projects_and_presentations . },university,basic,1_prop_subject_target
q114,What is the has research group of Technopreneurship?,SELECT ?target WHERE { ns1:technopreneurship ns1:has_research_group ?target . },university,basic,1_prop_object_target
q115,What is the middle point linking Operating system to Study Program Mandatory Course?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:operating_system . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v4
q116,Which entity bridges Ethical Hacking and Study Program Mandatory Course?,SELECT ?target WHERE { ns1:ethical_hacking ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q117,What connects System Administration and Group Project through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:system_administration ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q118,Find all subjects that has evaluation method Group DiscussionTask.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:group_discussiontask . },university,basic,1_prop_subject_target
q119,Find the intermediate entity between Computer network and Test via has prerequisite course and has evaluation method.,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:computer_network . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v4
q120,What has evaluation method does Programming Basics 2 have?,SELECT ?target WHERE { ns1:programming_basics_2 ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q121,Which has prerequisite course is associated with Introduction to Computer Organization?,SELECT ?target WHERE { ns1:introduction_to_computer_organization ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q122,What connects Human-Computer Interaction and Group Project through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:human-computer_interaction ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q123,What has prerequisite course Computer network?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:computer_network . },university,basic,1_prop_subject_target
q124,What is the middle point linking Software Project to Faculty Mandatory Course?,SELECT ?target WHERE { ns1:software_project ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q125,What connects System Administration and Study Program Mandatory Course through has prerequisite course and has course category?,SELECT ?target WHERE { ns1:system_administration ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q126,What is the middle point linking Computer Vision to Group Project?,SELECT ?target WHERE { ns1:computer_vision ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q127,Find the intermediate entity between Statistics and Probability and Test via has prerequisite course and has evaluation method.,SELECT ?target WHERE { ns1:statistics_and_probability ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q128,"What is the central hub connected to both Study Program Mandatory Course and Lab Assignment through has course category, has evaluation method, and has prerequisite course?",SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_mandatory_course . ?hidden ns1:has_evaluation_method ns1:lab_assignment . ?target ns1:has_prerequisite_course ?hidden . },university,advanced,3_prop_star_v5
q129,Which item is at the center of relationships with Study Program Elective Course and Projects & Presentations?,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_evaluation_method ns1:projects_and_presentations . ?hidden ns1:has_credits ?target . },university,advanced,3_prop_star_v1
q130,Which item is at the center of relationships with Study Program Elective Course and Reliable Software Engineering?,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_research_group ns1:reliable_software_engineering . ?hidden ns1:has_credits ?target . },university,advanced,3_prop_star_v1
q131,What is the middle point linking Machine Learning to Test?,SELECT ?target WHERE { ns1:machine_learning ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q132,Which items have has evaluation method of Laboratory Assignment?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:laboratory_assignment . },university,basic,1_prop_subject_target
q133,What is the middle point linking Database to Test?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:database . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v4
q134,Which entity bridges Compiler Techniques and Study Program Mandatory Course?,SELECT ?target WHERE { ns1:compiler_techniques ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:study_program_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q135,Find all subjects that has evaluation method Report Document.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:report_document . },university,basic,1_prop_subject_target
q136,What connects Human-Computer Interaction and Group Project through has prerequisite course and has evaluation method?,SELECT ?target WHERE { ns1:human-computer_interaction ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q137,Which items are two hops away from Faculty Mandatory Course?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_branching_v1
q138,Which item is at the center of relationships with Discrete Mathematics 2 and Group Project?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:discrete_mathematics_2 . ?hidden ns1:has_evaluation_method ns1:group_project . ?hidden ns1:has_course_category ?target . },university,advanced,3_prop_star_v1
q139,What has evaluation method does Spoken Language Processing have?,SELECT ?target WHERE { ns1:spoken_language_processing ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q140,"What is the central hub connected to both Demo and Programming Basics 1 through has evaluation method, has prerequisite course, and also known as?",SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:demo . ?hidden ns1:has_prerequisite_course ns1:programming_basics_1 . ?hidden ns1:also_known_as ?target . },university,advanced,3_prop_star_v1
q141,What has evaluation method Demo?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:demo . },university,basic,1_prop_subject_target
q142,Which item is at the center of relationships with Platform Based Programming and Digital Library & Distance Learning Laboratory?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:platform_based_programming . ?hidden ns1:has_research_group ns1:digital_library_and_distance_learning_laboratory . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
